,,,,,Working-age population (thousands),,,,,,,
"Tanzania, United Republic of",LFS - Labour Force Survey,Total,Urban,2020,9787,3517.2,4569.1,527.7,583,590,,"Notes

Working-age population (thousands) 
-Repository: ILO-STATISTICS - Micro data processing 
-Break in series: Methodology revised"
"Tanzania, United Republic of",LFS - Labour Force Survey,Male,National,2020,15283.6,5522.5,7941.2,995.3,268.6,556,,"Notes

Working-age population (thousands) 
-Repository: ILO-STATISTICS - Micro data processing 
-Break in series: Methodology revised"
"Tanzania, United Republic of",LFS - Labour Force Survey,Male,Rural,2020,10784.1,3770.4,5676.9,733.9,183,419.9,,"Notes

Working-age population (thousands) 
-Repository: ILO-STATISTICS - Micro data processing 
-Break in series: Methodology revised"
"Tanzania, United Republic of",LFS - Labour Force Survey,Male,Urban,2020,4499.5,1752,2264.3,261.3,85.7,136.1,,"Notes

Working-age population (thousands) 
-Repository: ILO-STATISTICS - Micro data processing 
-Break in series: Methodology revised"
"Tanzania, United Republic of",LFS - Labour Force Survey,Female,National,2020,16727.4,4116.1,8273.4,1039.2,1816.5,1482.3,,"Notes

Working-age population (thousands) 
-Repository: ILO-STATISTICS - Micro data processing 
-Break in series: Methodology revised"
"Tanzania, United Republic of",LFS - Labour Force Survey,Female,Rural,2020,11439.8,2350.9,5968.7,772.8,1319.1,1028.3,,"Notes

Working-age population (thousands) 
-Repository: ILO-STATISTICS - Micro data processing 
-Break in series: Methodology revised"
"Tanzania, United Republic of",LFS - Labour Force Survey,Female,Urban,2020,5287.6,1765.2,2304.7,266.4,497.4,453.9,,"Notes

Working-age population (thousands) 
-Repository: ILO-STATISTICS - Micro data processing 
-Break in series: Methodology revised"
Thailand,LFS - Labour Force Survey,Total,National,2013,55024.2,13954.3,34872.6,,3986.3,2201.3,9.6,"Notes

Working-age population (thousands) 
-Repository: ILO-STATISTICS - Micro data processing"
Thailand,LFS - Labour Force Survey,Total,Rural,2013,26984.4,6386.7,17556.7,,2024,1013.2,3.8,"Notes

Working-age population (thousands) 
-Repository: ILO-STATISTICS - Micro data processing"
Thailand,LFS - Labour Force Survey,Total,Urban,2013,14267.1,4127.6,8476.6,,1010.5,649.6,2.8,"Notes

Working-age population (thousands) 
-Repository: ILO-STATISTICS - Micro data processing"
Thailand,LFS - Labour Force Survey,Total,Not elsewhere classified,2013,13772.7,3440,8839.3,,951.8,538.5,3,"Notes

Working-age population (thousands) 
-Repository: ILO-STATISTICS - Micro data processing"
Thailand,LFS - Labour Force Survey,Male,National,2013,26721.2,8008.8,17045.3,,788.1,874.4,4.6,"Notes

Working-age population (thousands) 
-Repository: ILO-STATISTICS - Micro data processing"
Thailand,LFS - Labour Force Survey,Male,Rural,2013,13293.1,3894.1,8546.7,,416.7,434,1.5,"Notes

Working-age population (thousands) 
-Repository: ILO-STATISTICS - Micro data processing"
Thailand,LFS - Labour Force Survey,Male,Urban,2013,6739.6,2148.4,4165,,194.5,230.5,1,"Notes

Working-age population (thousands) 
-Repository: ILO-STATISTICS - Micro data processing"
Thailand,LFS - Labour Force Survey,Male,Not elsewhere classified,2013,6688.6,1966.2,4333.5,,176.8,209.9,2.1,"Notes

Working-age population (thousands) 
-Repository: ILO-STATISTICS - Micro data processing"
Thailand,LFS - Labour Force Survey,Female,National,2013,28303,5945.5,17827.3,,3198.2,1326.9,5,"Notes

Working-age population (thousands) 
-Repository: ILO-STATISTICS - Micro data processing"
Thailand,LFS - Labour Force Survey,Female,Rural,2013,13691.3,2492.6,9009.9,,1607.3,579.3,2.3,"Notes

Working-age population (thousands) 
-Repository: ILO-STATISTICS - Micro data processing"
Thailand,LFS - Labour Force Survey,Female,Urban,2013,7527.6,1979.2,4311.6,,815.9,419,1.8,"Notes

Working-age population (thousands) 
-Repository: ILO-STATISTICS - Micro data processing"
Thailand,LFS - Labour Force Survey,Female,Not elsewhere classified,2013,7084.1,1473.8,4505.8,,775,328.6,1,"Notes

Working-age population (thousands) 
-Repository: ILO-STATISTICS - Micro data processing"
Thailand,LFS - Labour Force Survey,Total,National,2014,54843.1,14064,34418.8,,4211.9,2141,7.3,"Notes

Working-age population (thousands) 
-Repository: ILO-STATISTICS - Micro data processing"
Thailand,LFS - Labour Force Survey,Total,Rural,2014,29953.5,6563.8,19802.4,,2476.6,1107.2,3.5,"Notes

Working-age population (thousands) 
-Repository: ILO-STATISTICS - Micro data processing"
Thailand,LFS - Labour Force Survey,Total,Urban,2014,24889.6,7500.2,14616.4,,1735.3,1033.8,3.9,"Notes

Working-age population (thousands) 
-Repository: ILO-STATISTICS - Micro data processing"
Thailand,LFS - Labour Force Survey,Male,National,2014,26529.4,7810,17016.8,,857.2,842.8,2.6,"Notes

Working-age population (thousands) 
-Repository: ILO-STATISTICS - Micro data processing"
Thailand,LFS - Labour Force Survey,Male,Rural,2014,14607.7,3868.5,9745.8,,522.1,470.5,0.8,"Notes

Working-age population (thousands) 
-Repository: ILO-STATISTICS - Micro data processing"
Thailand,LFS - Labour Force Survey,Male,Urban,2014,11921.7,3941.4,7271,,335.2,372.4,1.8,"Notes

Working-age population (thousands) 
-Repository: ILO-STATISTICS - Micro data processing"
Thailand,LFS - Labour Force Survey,Female,National,2014,28313.7,6254,17402,,3354.7,1298.2,4.8,"Notes

Working-age population (thousands) 
-Repository: ILO-STATISTICS - Micro data processing"
Thailand,LFS - Labour Force Survey,Female,Rural,2014,15345.8,2695.2,10056.6,,1954.5,636.7,2.7,"Notes

Working-age population (thousands) 
-Repository: ILO-STATISTICS - Micro data processing"
Thailand,LFS - Labour Force Survey,Female,Urban,2014,12967.9,3558.8,7345.4,,1400.1,661.5,2.1,"Notes

Working-age population (thousands) 
-Repository: ILO-STATISTICS - Micro data processing"
Thailand,LFS - Labour Force Survey,Total,National,2015,55238.5,14223.1,34472.8,,4308.4,2227.1,7.1,"Notes

Working-age population (thousands) 
-Repository: ILO-STATISTICS - Micro data processing"
Thailand,LFS - Labour Force Survey,Total,Rural,2015,30149.1,6694,19727.3,,2548.3,1175.4,4.2,"Notes

Working-age population (thousands) 
-Repository: ILO-STATISTICS - Micro data processing"
Thailand,LFS - Labour Force Survey,Total,Urban,2015,25089.3,7529.1,14745.5,,1760.2,1051.6,2.9,"Notes

Working-age population (thousands) 
-Repository: ILO-STATISTICS - Micro data processing"
Thailand,LFS - Labour Force Survey,Male,National,2015,26707.2,7885.2,17033.2,,890.6,894.4,3.9,"Notes

Working-age population (thousands) 
-Repository: ILO-STATISTICS - Micro data processing"
Thailand,LFS - Labour Force Survey,Male,Rural,2015,14695.3,3972.1,9668.5,,551.1,501.9,1.7,"Notes

Working-age population (thousands) 
-Repository: ILO-STATISTICS - Micro data processing"
Thailand,LFS - Labour Force Survey,Male,Urban,2015,12011.8,3913.1,7364.7,,339.5,392.5,2.1,"Notes

Working-age population (thousands) 
-Repository: ILO-STATISTICS - Micro data processing"
Thailand,LFS - Labour Force Survey,Female,National,2015,28531.3,6338,17439.6,,3417.8,1332.7,3.2,"Notes

Working-age population (thousands) 
-Repository: ILO-STATISTICS - Micro data processing"
Thailand,LFS - Labour Force Survey,Female,Rural,2015,15453.8,2721.9,10058.8,,1997.2,673.5,2.5,"Notes

Working-age population (thousands) 
-Repository: ILO-STATISTICS - Micro data processing"
Thailand,LFS - Labour Force Survey,Female,Urban,2015,13077.5,3616,7380.8,,1420.7,659.2,0.8,"Notes

Working-age population (thousands) 
-Repository: ILO-STATISTICS - Micro data processing"
Thailand,LFS - Labour Force Survey,Total,National,2016,55610.1,14557.8,34376,,4314.7,2355.1,6.5,"Notes

Working-age population (thousands) 
-Repository: ILO-STATISTICS - Micro data processing"
Thailand,LFS - Labour Force Survey,Total,Rural,2016,30334,6841.1,19685.4,,2556,1248.8,2.7,"Notes

Working-age population (thousands) 
-Repository: ILO-STATISTICS - Micro data processing"
Thailand,LFS - Labour Force Survey,Total,Urban,2016,25276.1,7716.7,14690.6,,1758.7,1106.3,3.8,"Notes

Working-age population (thousands) 
-Repository: ILO-STATISTICS - Micro data processing"
Thailand,LFS - Labour Force Survey,Male,National,2016,26873.4,8079.5,16946.8,,894.2,949.7,3.2,"Notes

Working-age population (thousands) 
-Repository: ILO-STATISTICS - Micro data processing"
Thailand,LFS - Labour Force Survey,Male,Rural,2016,14777.8,4070.1,9632.6,,539.4,534.1,1.6,"Notes

Working-age population (thousands) 
-Repository: ILO-STATISTICS - Micro data processing"
Thailand,LFS - Labour Force Survey,Male,Urban,2016,12095.6,4009.5,7314.2,,354.7,415.6,1.6,"Notes

Working-age population (thousands) 
-Repository: ILO-STATISTICS - Micro data processing"
Thailand,LFS - Labour Force Survey,Female,National,2016,28736.7,6478.2,17429.2,,3420.6,1405.4,3.3,"Notes

Working-age population (thousands) 
-Repository: ILO-STATISTICS - Micro data processing"
Thailand,LFS - Labour Force Survey,Female,Rural,2016,15556.2,2771,10052.8,,2016.5,714.7,1.2,"Notes

Working-age population (thousands) 
-Repository: ILO-STATISTICS - Micro data processing"
Thailand,LFS - Labour Force Survey,Female,Urban,2016,13180.6,3707.3,7376.4,,1404,690.7,2.2,"Notes

Working-age population (thousands) 
-Repository: ILO-STATISTICS - Micro data processing"
Thailand,LFS - Labour Force Survey,Total,National,2017,55957.3,14805,34310.7,,4337.1,2498.2,6.3,"Notes

Working-age population (thousands) 
-Repository: ILO-STATISTICS - Micro data processing"
Thailand,LFS - Labour Force Survey,Total,Rural,2017,30517.6,6995.2,19648.1,,2561.5,1310.4,2.4,"Notes

Working-age population (thousands) 
-Repository: ILO-STATISTICS - Micro data processing"
Thailand,LFS - Labour Force Survey,Total,Urban,2017,25439.7,7809.8,14662.6,,1775.6,1187.9,3.9,"Notes

Working-age population (thousands) 
-Repository: ILO-STATISTICS - Micro data processing"
Thailand,LFS - Labour Force Survey,Male,National,2017,27028.4,8228.2,16866.5,,887.8,1043.6,2.3,"Notes

Working-age population (thousands) 
-Repository: ILO-STATISTICS - Micro data processing"
Thailand,LFS - Labour Force Survey,Male,Rural,2017,14860.9,4152.6,9597.6,,534.4,574.9,1.4,"Notes

Working-age population (thousands) 
-Repository: ILO-STATISTICS - Micro data processing"
Thailand,LFS - Labour Force Survey,Male,Urban,2017,12167.5,4075.7,7268.9,,353.3,468.7,1,"Notes

Working-age population (thousands) 
-Repository: ILO-STATISTICS - Micro data processing"
Thailand,LFS - Labour Force Survey,Female,National,2017,28928.9,6576.8,17444.2,,3449.3,1454.7,4,"Notes

Working-age population (thousands) 
-Repository: ILO-STATISTICS - Micro data processing"
Thailand,LFS - Labour Force Survey,Female,Rural,2017,15656.6,2842.7,10050.4,,2027,735.5,1.1,"Notes

Working-age population (thousands) 
-Repository: ILO-STATISTICS - Micro data processing"
Thailand,LFS - Labour Force Survey,Female,Urban,2017,13272.2,3734.1,7393.7,,1422.3,719.2,2.9,"Notes

Working-age population (thousands) 
-Repository: ILO-STATISTICS - Micro data processing"
Thailand,LFS - Labour Force Survey,Total,National,2018,56279,14910.1,34319.2,,4442.9,2600.3,6.5,"Notes

Working-age population (thousands) 
-Repository: ILO-STATISTICS - Micro data processing"
Thailand,LFS - Labour Force Survey,Total,Rural,2018,30678.1,7110.7,19576.2,,2621.4,1367.4,2.4,"Notes

Working-age population (thousands) 
-Repository: ILO-STATISTICS - Micro data processing"
Thailand,LFS - Labour Force Survey,Total,Urban,2018,25600.9,7799.3,14743,,1821.5,1232.9,4.1,"Notes

Working-age population (thousands) 
-Repository: ILO-STATISTICS - Micro data processing"
Thailand,LFS - Labour Force Survey,Male,National,2018,27170.9,8298,16865.1,,928.9,1075.1,3.8,"Notes

Working-age population (thousands) 
-Repository: ILO-STATISTICS - Micro data processing"
Thailand,LFS - Labour Force Survey,Male,Rural,2018,14932.3,4219.2,9542.8,,566.2,602.4,1.7,"Notes

Working-age population (thousands) 
-Repository: ILO-STATISTICS - Micro data processing"
Thailand,LFS - Labour Force Survey,Male,Urban,2018,12238.5,4078.8,7322.3,,362.7,472.7,2.1,"Notes

Working-age population (thousands) 
-Repository: ILO-STATISTICS - Micro data processing"
Thailand,LFS - Labour Force Survey,Female,National,2018,29108.2,6612,17454.1,,3514,1525.3,2.7,"Notes

Working-age population (thousands) 
-Repository: ILO-STATISTICS - Micro data processing"
Thailand,LFS - Labour Force Survey,Female,Rural,2018,15745.8,2891.5,10033.4,,2055.2,765,0.7,"Notes

Working-age population (thousands) 
-Repository: ILO-STATISTICS - Micro data processing"
Thailand,LFS - Labour Force Survey,Female,Urban,2018,13362.4,3720.5,7420.7,,1458.8,760.3,2,"Notes

Working-age population (thousands) 
-Repository: ILO-STATISTICS - Micro data processing"
Thailand,LFS - Labour Force Survey,Total,National,2019,56575.3,15194.3,34240.5,,4505.2,2623.9,11.4,"Notes

Working-age population (thousands) 
-Repository: ILO-STATISTICS - Micro data processing"
Thailand,LFS - Labour Force Survey,Total,Rural,2019,30817.5,7273.6,19503.6,,2654.1,1381.8,4.3,"Notes

Working-age population (thousands) 
-Repository: ILO-STATISTICS - Micro data processing"
Thailand,LFS - Labour Force Survey,Total,Urban,2019,25757.8,7920.7,14736.8,,1851.1,1242,7,"Notes

Working-age population (thousands) 
-Repository: ILO-STATISTICS - Micro data processing"
Thailand,LFS - Labour Force Survey,Male,National,2019,27301.1,8437.8,16817.5,,926.3,1114.1,5.4,"Notes

Working-age population (thousands) 
-Repository: ILO-STATISTICS - Micro data processing"
Thailand,LFS - Labour Force Survey,Male,Rural,2019,14992.9,4291.8,9512.4,,571.3,615.8,1.7,"Notes

Working-age population (thousands) 
-Repository: ILO-STATISTICS - Micro data processing"
Thailand,LFS - Labour Force Survey,Male,Urban,2019,12308.2,4146,7305.1,,355,498.3,3.7,"Notes

Working-age population (thousands) 
-Repository: ILO-STATISTICS - Micro data processing"
Thailand,LFS - Labour Force Survey,Female,National,2019,29274.2,6756.5,17423,,3578.9,1509.7,6,"Notes

Working-age population (thousands) 
-Repository: ILO-STATISTICS - Micro data processing"
Thailand,LFS - Labour Force Survey,Female,Rural,2019,15824.5,2981.8,9991.2,,2082.8,766,2.6,"Notes

Working-age population (thousands) 
-Repository: ILO-STATISTICS - Micro data processing"
Thailand,LFS - Labour Force Survey,Female,Urban,2019,13449.6,3774.7,7431.8,,1496.1,743.7,3.3,"Notes

Working-age population (thousands) 
-Repository: ILO-STATISTICS - Micro data processing"
Thailand,LFS - Labour Force Survey,Total,National,2020,56846.4,15623.6,30772.1,,6537.1,3515.8,397.8,"Notes

Working-age population (thousands) 
-Repository: ILO-STATISTICS - Micro data processing"
Thailand,LFS - Labour Force Survey,Total,Rural,2020,30950.9,7525.1,17524.8,,3727.6,1956.9,216.4,"Notes

Working-age population (thousands) 
-Repository: ILO-STATISTICS - Micro data processing"
Thailand,LFS - Labour Force Survey,Total,Urban,2020,25895.4,8098.5,13247.2,,2809.5,1558.9,181.4,"Notes

Working-age population (thousands) 
-Repository: ILO-STATISTICS - Micro data processing"
Thailand,LFS - Labour Force Survey,Male,National,2020,27419.4,8607.1,15150.4,,2235.7,1245.1,181.1,"Notes

Working-age population (thousands) 
-Repository: ILO-STATISTICS - Micro data processing"
Thailand,LFS - Labour Force Survey,Male,Rural,2020,15050,4397.7,8573.3,,1265.8,713.3,100,"Notes

Working-age population (thousands) 
-Repository: ILO-STATISTICS - Micro data processing"
Thailand,LFS - Labour Force Survey,Male,Urban,2020,12369.3,4209.4,6577.1,,969.9,531.8,81.1,"Notes

Working-age population (thousands) 
-Repository: ILO-STATISTICS - Micro data processing"
Thailand,LFS - Labour Force Survey,Female,National,2020,29427,7016.5,15621.7,,4301.4,2270.6,216.7,"Notes

Working-age population (thousands) 
-Repository: ILO-STATISTICS - Micro data processing"
Thailand,LFS - Labour Force Survey,Female,Rural,2020,15900.9,3127.5,8951.5,,2461.8,1243.6,116.5,"Notes

Working-age population (thousands) 
-Repository: ILO-STATISTICS - Micro data processing"
Thailand,LFS - Labour Force Survey,Female,Urban,2020,13526.1,3889.1,6670.1,,1839.6,1027.1,100.3,"Notes

Working-age population (thousands) 
-Repository: ILO-STATISTICS - Micro data processing"
Thailand,LFS - Labour Force Survey,Total,National,2021,57091.8,16058,20697.1,,12763.8,6077.3,1495.5,"Notes

Working-age population (thousands) 
-Repository: ILO-STATISTICS - Micro data processing"
Thailand,LFS - Labour Force Survey,Total,Rural,2021,31072.7,7850.7,12048.6,,6814.5,3510.1,848.8,"Notes

Working-age population (thousands) 
-Repository: ILO-STATISTICS - Micro data processing"
Thailand,LFS - Labour Force Survey,Total,Urban,2021,26019.1,8207.4,8648.5,,5949.3,2567.3,646.7,"Notes

Working-age population (thousands) 
-Repository: ILO-STATISTICS - Micro data processing"
Thailand,LFS - Labour Force Survey,Male,National,2021,27525.4,8820.2,10253.1,,6190.8,1581.4,679.9,"Notes

Working-age population (thousands) 
-Repository: ILO-STATISTICS - Micro data processing"
Thailand,LFS - Labour Force Survey,Male,Rural,2021,15102.3,4553.8,5946.4,,3256.5,940.1,405.6,"Notes

Working-age population (thousands) 
-Repository: ILO-STATISTICS - Micro data processing"
Thailand,LFS - Labour Force Survey,Male,Urban,2021,12423.1,4266.5,4306.7,,2934.2,641.4,274.3,"Notes

Working-age population (thousands) 
-Repository: ILO-STATISTICS - Micro data processing"
Thailand,LFS - Labour Force Survey,Female,National,2021,29566.4,7237.8,10444,,6573.1,4495.9,815.6,"Notes

Working-age population (thousands) 
-Repository: ILO-STATISTICS - Micro data processing"
Thailand,LFS - Labour Force Survey,Female,Rural,2021,15970.4,3296.9,6102.2,,3558,2570,443.2,"Notes

Working-age population (thousands) 
-Repository: ILO-STATISTICS - Micro data processing"
Thailand,LFS - Labour Force Survey,Female,Urban,2021,13596.1,3940.9,4341.8,,3015.1,1925.9,372.4,"Notes

Working-age population (thousands) 
-Repository: ILO-STATISTICS - Micro data processing"
Timor-Leste,LFS - Labour Force Survey,Total,National,2013,696.3,223.5,372.9,42.5,50.9,4.9,1.5,"Notes

Working-age population (thousands) 
-Repository: ILO-STATISTICS - Micro data processing 
-Break in series: Methodology revised"
Timor-Leste,LFS - Labour Force Survey,Total,Rural,2013,477.4,135,272.9,26.3,38.6,3.3,1.4,"Notes

Working-age population (thousands) 
-Repository: ILO-STATISTICS - Micro data processing 
-Break in series: Methodology revised"
Timor-Leste,LFS - Labour Force Survey,Total,Urban,2013,218.8,88.5,100,16.3,12.3,1.6,0.1,"Notes

Working-age population (thousands) 
-Repository: ILO-STATISTICS - Micro data processing 
-Break in series: Methodology revised"
Timor-Leste,LFS - Labour Force Survey,Male,National,2013,353.6,125.2,190.3,18.7,16.9,1.8,0.8,"Notes

Working-age population (thousands) 
-Repository: ILO-STATISTICS - Micro data processing 
-Break in series: Methodology revised"
Timor-Leste,LFS - Labour Force Survey,Male,Rural,2013,240.6,75.7,139.4,10.7,12.8,1.2,0.7,"Notes

Working-age population (thousands) 
-Repository: ILO-STATISTICS - Micro data processing 
-Break in series: Methodology revised"
Timor-Leste,LFS - Labour Force Survey,Male,Urban,2013,113,49.4,50.9,7.9,4.1,0.6,,"Notes

Working-age population (thousands) 
-Repository: ILO-STATISTICS - Micro data processing 
-Break in series: Methodology revised"
Timor-Leste,LFS - Labour Force Survey,Female,National,2013,342.7,98.3,182.6,23.9,34,3.1,0.8,"Notes

Working-age population (thousands) 
-Repository: ILO-STATISTICS - Micro data processing 
-Break in series: Methodology revised"
Timor-Leste,LFS - Labour Force Survey,Female,Rural,2013,236.8,59.3,133.4,15.5,25.8,2.1,0.7,"Notes

Working-age population (thousands) 
-Repository: ILO-STATISTICS - Micro data processing 
-Break in series: Methodology revised"
Timor-Leste,LFS - Labour Force Survey,Female,Urban,2013,105.8,39.1,49.1,8.3,8.2,1,,"Notes

Working-age population (thousands) 
-Repository: ILO-STATISTICS - Micro data processing 
-Break in series: Methodology revised"
Timor-Leste,LFS - Labour Force Survey,Total,National,2016,724.5,131.1,153.4,380.2,21.3,36.6,1.8,"Notes

Working-age population (thousands) 
-Repository: ILO-STATISTICS - Micro data processing"
Timor-Leste,LFS - Labour Force Survey,Total,Rural,2016,561.4,97.6,110.8,303.2,16.9,31.5,1.5,"Notes

Working-age population (thousands) 
-Repository: ILO-STATISTICS - Micro data processing"
Timor-Leste,LFS - Labour Force Survey,Total,Urban,2016,163,33.6,42.6,77.1,4.4,5.1,,"Notes

Working-age population (thousands) 
-Repository: ILO-STATISTICS - Micro data processing"
Timor-Leste,LFS - Labour Force Survey,Male,National,2016,367.2,68,87.3,191.9,10.5,9.2,,"Notes

Working-age population (thousands) 
-Repository: ILO-STATISTICS - Micro data processing"
Timor-Leste,LFS - Labour Force Survey,Male,Rural,2016,284.1,50.5,62.8,154,8.1,8.4,,"Notes

Working-age population (thousands) 
-Repository: ILO-STATISTICS - Micro data processing"
Timor-Leste,LFS - Labour Force Survey,Male,Urban,2016,83.1,17.5,24.5,38,2.3,0.7,,"Notes

Working-age population (thousands) 
-Repository: ILO-STATISTICS - Micro data processing"
Timor-Leste,LFS - Labour Force Survey,Female,National,2016,357.3,63.1,66.1,188.3,10.8,27.4,1.5,"Notes

Working-age population (thousands) 
-Repository: ILO-STATISTICS - Micro data processing"
Timor-Leste,LFS - Labour Force Survey,Female,Rural,2016,277.3,47.1,48,149.2,8.8,23.1,1.2,"Notes

Working-age population (thousands) 
-Repository: ILO-STATISTICS - Micro data processing"
Timor-Leste,LFS - Labour Force Survey,Female,Urban,2016,79.9,16,18.1,39.1,2.1,4.4,,"Notes

Working-age population (thousands) 
-Repository: ILO-STATISTICS - Micro data processing"
Timor-Leste,LFS - Labour Force Survey,Total,National,2021,809.3,309.4,448.6,,42.6,8.7,,"Notes

Working-age population (thousands) 
-Repository: ILO-STATISTICS - Micro data processing"
Timor-Leste,LFS - Labour Force Survey,Total,Rural,2021,488.6,165.3,286.7,,31.1,5.5,,"Notes

Working-age population (thousands) 
-Repository: ILO-STATISTICS - Micro data processing"
Timor-Leste,LFS - Labour Force Survey,Total,Urban,2021,320.8,144.1,161.9,,11.5,3.3,,"Notes

Working-age population (thousands) 
-Repository: ILO-STATISTICS - Micro data processing"
Timor-Leste,LFS - Labour Force Survey,Male,National,2021,403.6,173.4,218.7,,9.5,1.9,,"Notes

Working-age population (thousands) 
-Repository: ILO-STATISTICS - Micro data processing"
Timor-Leste,LFS - Labour Force Survey,Male,Rural,2021,245.7,95.1,141.5,,7.8,1.3,,"Notes

Working-age population (thousands) 
-Repository: ILO-STATISTICS - Micro data processing"
Timor-Leste,LFS - Labour Force Survey,Male,Urban,2021,157.9,78.3,77.2,,1.7,0.6,,"Notes

Working-age population (thousands) 
-Repository: ILO-STATISTICS - Micro data processing"
Timor-Leste,LFS - Labour Force Survey,Female,National,2021,405.8,136,229.9,,33.1,6.8,,"Notes

Working-age population (thousands) 
-Repository: ILO-STATISTICS - Micro data processing"
Timor-Leste,LFS - Labour Force Survey,Female,Rural,2021,242.9,70.2,145.2,,23.3,4.2,,"Notes

Working-age population (thousands) 
-Repository: ILO-STATISTICS - Micro data processing"
Timor-Leste,LFS - Labour Force Survey,Female,Urban,2021,162.9,65.8,84.7,,9.8,2.6,,"Notes

Working-age population (thousands) 
-Repository: ILO-STATISTICS - Micro data processing"
Togo,HIES - Questionnaire des Indicateurs de Base du Bien-être,Total,National,2011,3485.8,1207.4,1672.2,243.4,222.8,134.1,5.9,"Notes

Working-age population (thousands) 
-Repository: ILO-STATISTICS - Micro data processing 
-Break in series: Methodology revised"
Togo,HIES - Questionnaire des Indicateurs de Base du Bien-être,Total,Rural,2011,1981.2,610.2,997.6,137.5,156.2,75.8,3.9,"Notes

Working-age population (thousands) 
-Repository: ILO-STATISTICS - Micro data processing 
-Break in series: Methodology revised"
Togo,HIES - Questionnaire des Indicateurs de Base du Bien-être,Total,Urban,2011,1504.6,597.2,674.6,105.9,66.6,58.3,2,"Notes

Working-age population (thousands) 
-Repository: ILO-STATISTICS - Micro data processing 
-Break in series: Methodology revised"
Togo,HIES - Questionnaire des Indicateurs de Base du Bien-être,Male,National,2011,1651.7,735.8,749.3,100.3,20.3,44.8,1.2,"Notes

Working-age population (thousands) 
-Repository: ILO-STATISTICS - Micro data processing 
-Break in series: Methodology revised"
Togo,HIES - Questionnaire des Indicateurs de Base du Bien-être,Male,Rural,2011,924.3,390,439.4,54.2,13.1,26.6,1,"Notes

Working-age population (thousands) 
-Repository: ILO-STATISTICS - Micro data processing 
-Break in series: Methodology revised"
Togo,HIES - Questionnaire des Indicateurs de Base du Bien-être,Male,Urban,2011,727.4,345.8,309.9,46.1,7.2,18.2,,"Notes

Working-age population (thousands) 
-Repository: ILO-STATISTICS - Micro data processing 
-Break in series: Methodology revised"
Togo,HIES - Questionnaire des Indicateurs de Base du Bien-être,Female,National,2011,1834.1,471.6,922.9,143.1,202.5,89.3,4.7,"Notes

Working-age population (thousands) 
-Repository: ILO-STATISTICS - Micro data processing 
-Break in series: Methodology revised"
Togo,HIES - Questionnaire des Indicateurs de Base du Bien-être,Female,Rural,2011,1056.8,220.2,558.2,83.2,143.1,49.2,2.9,"Notes

Working-age population (thousands) 
-Repository: ILO-STATISTICS - Micro data processing 
-Break in series: Methodology revised"
Togo,HIES - Questionnaire des Indicateurs de Base du Bien-être,Female,Urban,2011,777.2,251.4,364.7,59.9,59.4,40.1,1.8,"Notes

Working-age population (thousands) 
-Repository: ILO-STATISTICS - Micro data processing 
-Break in series: Methodology revised"
Togo,HIES - Questionnaire des Indicateurs de Base du Bien-être,Total,National,2015,5305.9,1258.4,1865.2,332.1,269.9,140.9,1439.4,"Notes

Working-age population (thousands) 
-Repository: ILO-STATISTICS - Micro data processing"
Togo,HIES - Questionnaire des Indicateurs de Base du Bien-être,Total,Rural,2015,2840.2,569.8,1113.6,176.3,178,55.7,746.9,"Notes

Working-age population (thousands) 
-Repository: ILO-STATISTICS - Micro data processing"
Togo,HIES - Questionnaire des Indicateurs de Base du Bien-être,Total,Urban,2015,2465.7,688.6,751.6,155.8,91.9,85.2,692.5,"Notes

Working-age population (thousands) 
-Repository: ILO-STATISTICS - Micro data processing"
Togo,HIES - Questionnaire des Indicateurs de Base du Bien-être,Male,National,2015,2931.8,787.7,845.6,143.8,23.8,61.9,1069.1,"Notes

Working-age population (thousands) 
-Repository: ILO-STATISTICS - Micro data processing"
Togo,HIES - Questionnaire des Indicateurs de Base du Bien-être,Male,Rural,2015,1577.5,393,493.8,77.4,16.1,32.7,564.7,"Notes

Working-age population (thousands) 
-Repository: ILO-STATISTICS - Micro data processing"
Togo,HIES - Questionnaire des Indicateurs de Base du Bien-être,Male,Urban,2015,1354.3,394.7,351.8,66.4,7.7,29.2,504.5,"Notes

Working-age population (thousands) 
-Repository: ILO-STATISTICS - Micro data processing"
Togo,HIES - Questionnaire des Indicateurs de Base du Bien-être,Female,National,2015,2374,470.6,1019.6,188.4,246.1,79.1,370.3,"Notes

Working-age population (thousands) 
-Repository: ILO-STATISTICS - Micro data processing"
Togo,HIES - Questionnaire des Indicateurs de Base du Bien-être,Female,Rural,2015,1262.6,176.8,619.8,99,161.9,23,182.2,"Notes

Working-age population (thousands) 
-Repository: ILO-STATISTICS - Micro data processing"
Togo,HIES - Questionnaire des Indicateurs de Base du Bien-être,Female,Urban,2015,1111.4,293.9,399.9,89.4,84.2,56,188,"Notes

Working-age population (thousands) 
-Repository: ILO-STATISTICS - Micro data processing"
Togo,LFS - Enquête Régionale Intégrée sur l'Emploi et le Secteur Informel,Total,National,2017,3782.9,1159.6,2251.6,,265.2,106.1,,"Notes

Working-age population (thousands) 
-Repository: ILO-STATISTICS - Micro data processing 
-Age coverage - maximum age: 75 years old 
-Break in series: Methodology revised"
